"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FF",5,"2016-09-30","94.53     ","-2.173","5.514","Yu Darvish","572816","506433","Single","Ball","184.393   ","2385.894  ","2.9       ","2.4       ","14","Corey Dickerson singles on a soft line drive to left fielder Carlos Gomez.  ","R ","L","R","TEX","TB ","B",7,3,1,0,2016,"-0.89                 ","11.55               ","0.248","1.36                ","null","null","null",0,1,"top","71.5700","117.3300","000850","2016-10-01T00:08:50Z","518960","483912","160930_191518","6.91","-136.578            ","-9.51","-1.72","23.49","-9.78","3.50","1.56","null","null","null","95.24","2543.00","6.57",449266
"FF",7,"2016-09-30","94.72     ","-2.163","5.665","Yu Darvish","572816","506433","Single","Swinging Strike","188.114   ","2401.386  ","12.4      ","2.3       ","11","Corey Dickerson singles on a soft line drive to left fielder Carlos Gomez.  ","R ","L","R","TEX","TB ","S",7,3,2,1,2016,"-1.67                 ","11.65               ","-0.691","3.554               ","null","null","null",0,1,"top","71.5700","117.3300","000938","2016-10-01T00:09:38Z","518960","483912","160930_191604","4.58","-136.691            ","-3.93","-3.19","26.49","-9.78","3.50","1.56","null","null","null","94.58","2542.00","6.36",449266
"FF",8,"2016-09-30","96.24     ","-2.175","5.72","Yu Darvish","572816","506433","Single","Foul","195.081   ","2339.683  ","21.8      ","2.4       ","11","Corey Dickerson singles on a soft line drive to left fielder Carlos Gomez.  ","R ","L","R","TEX","TB ","S",7,3,2,2,2016,"-2.95                 ","10.92               ","-0.094","3.978               ","null","null","null",0,1,"top","71.5700","117.3300","001004","2016-10-01T00:10:04Z","518960","483912","160930_191630","6.80","-139.306            ","-2.91","-5.85","29.10","-10.48","3.50","1.56","null","null","null","96.89","2557.00","6.77",449266
"FF",12,"2016-09-30","96.38     ","-2.263","5.489","Yu Darvish","572816","506433","Single","Foul","192.997   ","2423.716  ","23.5      ","2.4       ","13","Corey Dickerson singles on a soft line drive to left fielder Carlos Gomez.  ","R ","L","R","TEX","TB ","S",7,3,3,2,2016,"-2.61                 ","11.28               ","-1.527","2.221               ","null","null","null",0,1,"top","71.5700","117.3300","001326","2016-10-01T00:13:26Z","518960","483912","160930_191955","2.98","-138.99             ","-7.33","-5.22","24.70","-9.55","3.50","1.56","null","null","null","96.91","2505.00","6.58",449266
"SL",13,"2016-09-30","82.72     ","-2.538","5.643","Yu Darvish","572816","506433","Single","Foul","88.583    ","1524.754  ","-21.6     ","9.6       ","7 ","Corey Dickerson singles on a soft line drive to left fielder Carlos Gomez.  ","R ","L","R","TEX","TB ","S",7,3,3,2,2016,"8.52                  ","-0.26               ","-0.296","2.206               ","null","null","null",0,1,"top","71.5700","117.3300","001356","2016-10-01T00:13:56Z","518960","483912","160930_192025","2.69","-119.686            ","-1.35","12.58","19.40","-32.49","3.50","1.56","null","null","null","82.39","2721.00","5.99",449266
"FF",14,"2016-09-30","95.54     ","-2.244","5.487","Yu Darvish","572816","506433","Single","In play, no out","182.285   ","2362.356  ","1.8       ","2.3       ","13","Corey Dickerson singles on a soft line drive to left fielder Carlos Gomez.  ","R ","L","R","TEX","TB ","X",7,3,3,2,2016,"-0.46                 ","11.38               ","-1.223","2.079               ","null","null","null",0,1,"top","71.5700","117.3300","001426","2016-10-01T00:14:26Z","518960","483912","160930_192051","2.97","-138.485            ","-7.63","-0.90","26.13","-9.64","3.50","1.56","1","40.7","-0.58               ","96.18","2402.00","6.50",449266
"FT",4,"2016-09-30","92.14     ","-2.065","5.869","Yu Darvish","572816","506433","Single","Ball","223.592   ","1952.578  ","29.9      ","4.9       ","11","Corey Dickerson singles on a soft line drive to left fielder Carlos Gomez.  ","R ","L","R","TEX","TB ","B",7,3,0,0,2016,"-6.73                 ","7.03                ","-0.127","4.26                ","null","null","null",0,1,"top","71.5700","117.3300","000830","2016-10-01T00:08:30Z","518960","483912","160930_191500","7.46","-132.863            ","-0.64","-12.33","21.68","-19.22","3.38","1.50","null","null","null","92.45","2366.00","6.39",449266
"FF",6,"2016-09-30","94.27     ","-2.124","5.672","Yu Darvish","572816","506433","Single","Foul","189.596   ","2524.540  ","16.0      ","2.2       ","2 ","Corey Dickerson singles on a soft line drive to left fielder Carlos Gomez.  ","R ","L","R","TEX","TB ","S",7,3,2,0,2016,"-2.06                 ","12.15               ","0.037","2.869               ","null","null","null",0,1,"top","71.5700","117.3300","000907","2016-10-01T00:09:07Z","518960","483912","160930_191535","6.59","-136.149            ","-5.98","-3.95","23.92","-8.81","3.50","1.56","null","null","null","94.77","2545.00","6.53",449266
"SL",9,"2016-09-30","84.10     ","-2.332","5.586","Yu Darvish","572816","506433","Single","Foul","73.242    ","1761.434  ","-22.0     ","10.7      ","14","Corey Dickerson singles on a soft line drive to left fielder Carlos Gomez.  ","R ","L","R","TEX","TB ","S",7,3,2,2,2016,"9.38                  ","-2.87               ","0.954","1.502               ","null","null","null",0,1,"top","71.5700","117.3300","001039","2016-10-01T00:10:39Z","518960","483912","160930_191707","4.98","-121.894            ","-2.29","14.17","23.09","-36.44","3.50","1.56","null","null","null","83.91","2546.00","6.30",449266
"SL",10,"2016-09-30","83.23     ","-2.379","5.694","Yu Darvish","572816","506433","Single","Foul","62.621    ","1511.697  ","-16.9     ","10.9      ","8 ","Corey Dickerson singles on a soft line drive to left fielder Carlos Gomez.  ","R ","L","R","TEX","TB ","S",7,3,2,2,2016,"7.53                  ","-3.95               ","0.062","1.763               ","null","null","null",0,1,"top","71.5700","117.3300","001133","2016-10-01T00:11:33Z","518960","483912","160930_191758","3.48","-120.375            ","-1.41","11.14","21.70","-37.94","3.50","1.56","null","null","null","82.80","2508.00","6.12",449266
"FF",11,"2016-09-30","96.44     ","-2.105","5.468","Yu Darvish","572816","506433","Single","Ball","202.160   ","2807.184  ","41.6      ","2.6       ","14","Corey Dickerson singles on a soft line drive to left fielder Carlos Gomez.  ","R ","L","R","TEX","TB ","B",7,3,2,2,2016,"-5.12                 ","12.54               ","0.543","1.102               ","null","null","null",0,1,"top","71.5700","117.3300","001306","2016-10-01T00:13:06Z","518960","483912","160930_191935","9.16","-139.498            ","-10.77","-10.18","28.92","-7.18","3.50","1.56","null","null","null","96.84","2668.00","6.67",449266
"FF",19,"2016-09-30","94.39     ","-2.059","5.625","Yu Darvish","595281","506433","Strikeout","Swinging Strike","187.245   ","2229.219  ","6.4       ","2.6       ","2 ","Kevin Kiermaier strikes out on a foul tip.  ","R ","L","R","TEX","TB ","S",0,0,0,1,2016,"-1.38                 ","10.85               ","0.172","3.118               ","null","null",572816,0,1,"top","0.0000","0.0000","001529","2016-10-01T00:15:29Z","518960","483912","160930_192156","6.54","-136.713            ","-4.71","-2.65","27.06","-11.34","3.42","1.58","null","null","null","95.27","2512.00","6.81",449266
"FF",20,"2016-09-30","95.36     ","-2.12","5.516","Yu Darvish","595281","506433","Strikeout","Foul Tip","187.313   ","2296.283  ","9.2       ","2.5       ","4 ","Kevin Kiermaier strikes out on a foul tip.  ","R ","L","R","TEX","TB ","S",0,0,0,2,2016,"-1.43                 ","11.1                ","-0.681","2.71                ","null","null",572816,0,1,"top","0.0000","0.0000","001547","2016-10-01T00:15:47Z","518960","483912","160930_192214","4.44","-137.957            ","-5.75","-2.78","28.23","-10.52","3.42","1.58","null","null","null","96.28","2386.00","6.93",449266
"FF",18,"2016-09-30","93.95     ","-2.15","5.658","Yu Darvish","595281","506433","Strikeout","Swinging Strike","190.432   ","2461.957  ","17.8      ","2.3       ","11","Kevin Kiermaier strikes out on a foul tip.  ","R ","L","R","TEX","TB ","S",0,0,0,0,2016,"-2.21                 ","11.96               ","-0.661","3.868               ","null","null",572816,0,1,"top","0.0000","0.0000","001510","2016-10-01T00:15:10Z","518960","483912","160930_192138","4.78","-135.596            ","-3.04","-4.17","26.05","-9.54","3.42","1.58","null","null","null","94.75","2432.00","6.89",449266
"FF",28,"2016-09-30","94.07     ","-2.027","5.603","Yu Darvish","543543","506433","Groundout","In play, out(s)","176.149   ","2169.180  ","-9.2      ","2.8       ","4 ","Brad Miller grounds out sharply, second baseman Rougned Odor to first baseman Mitch Moreland.  ","R ","L","R","TEX","TB ","X",4,4,0,0,2016,"0.72                  ","10.63               ","-0.358","2.424               ","null","null",572816,2,1,"top","161.4200","144.7900","001711","2016-10-01T00:17:11Z","518960","483912","160930_192338","4.26","-135.856            ","-6.38","1.37","25.23","-11.91","3.43","1.54","162","106.6","-6.60               ","94.61","2612.00","6.64",449266
"FF",82,"2016-09-30","93.17     ","-2.157","5.742","Yu Darvish","545338","506433","Strikeout","Ball","191.835   ","2543.018  ","22.3      ","2.3       ","11","Nick Franklin strikes out swinging.  ","R ","L","R","TEX","TB ","B",0,0,1,0,2016,"-2.6                  ","12.35               ","-0.842","3.564               ","null","null","null",0,2,"top","0.0000","0.0000","003438","2016-10-01T00:34:38Z","518960","483912","160930_194104","4.42","-134.502            ","-4.12","-4.84","24.67","-9.10","3.29","1.43","null","null","null","93.14","2573.00","6.35",449266
"FF",81,"2016-09-30","92.82     ","-1.966","5.461","Yu Darvish","545338","506433","Strikeout","Ball","192.254   ","2568.182  ","17.5      ","2.5       ","14","Nick Franklin strikes out swinging.  ","R ","L","R","TEX","TB ","B",0,0,0,0,2016,"-2.72                 ","12.46               ","1.244","0.639               ","null","null","null",0,2,"top","0.0000","0.0000","003417","2016-10-01T00:34:17Z","518960","483912","160930_194046","9.50","-133.837            ","-11.16","-5.03","23.27","-9.02","3.25","1.29","null","null","null","93.42","2542.00","6.72",449266
"FF",83,"2016-09-30","91.99     ","-2.232","5.537","Yu Darvish","545338","506433","Strikeout","Foul","190.743   ","2364.317  ","14.9      ","2.8       ","11","Nick Franklin strikes out swinging.  ","R ","L","R","TEX","TB ","S",0,0,2,0,2016,"-2.23                 ","11.69               ","-0.816","2.339               ","null","null","null",0,2,"top","0.0000","0.0000","003457","2016-10-01T00:34:57Z","518960","483912","160930_194126","4.51","-133.295            ","-6.41","-4.05","25.75","-10.83","3.20","1.43","null","null","null","92.51","2502.00","6.56",449266
"FT",84,"2016-09-30","93.10     ","-2.134","5.565","Yu Darvish","545338","506433","Strikeout","Called Strike","216.586   ","1984.808  ","27.4      ","4.5       ","5 ","Nick Franklin strikes out swinging.  ","R ","L","R","TEX","TB ","S",0,0,2,1,2016,"-5.9                  ","7.91                ","0.077","2.344               ","null","null","null",0,2,"top","0.0000","0.0000","003522","2016-10-01T00:35:22Z","518960","483912","160930_194150","7.97","-134.773            ","-5.37","-10.99","25.79","-17.37","3.11","1.23","null","null","null","93.39","2414.00","6.45",449266
"SL",85,"2016-09-30","83.54     ","-2.431","5.614","Yu Darvish","545338","506433","Strikeout","Swinging Strike","81.948    ","1670.027  ","-22.4     ","10.1      ","8 ","Nick Franklin strikes out swinging.  ","R ","L","R","TEX","TB ","S",0,0,2,2,2016,"9.19                  ","-1.35               ","0.134","1.625               ","null","null","null",0,2,"top","0.0000","0.0000","003544","2016-10-01T00:35:44Z","518960","483912","160930_194211","3.29","-120.945            ","-2.47","13.79","20.78","-34.12","3.20","1.43","null","null","null","83.26","2850.00","6.10",449266
"FC",90,"2016-09-30","89.55     ","-2.283","5.725","Yu Darvish","543094","506433","Field Error","Called Strike","108.760   ","842.963   ","-14.2     ","7.1       ","1 ","Jaff Decker reaches on a fielding error by center fielder Ian Desmond.  ","R ","L","R","TEX","TB ","S",8,4,0,1,2016,"4.08                  ","1.34                ","-0.419","2.957               ","null","null","null",1,2,"top","130.4500","99.0200","003642","2016-10-01T00:36:42Z","518960","483912","160930_194311","3.45","-129.505            ","-1.41","7.13","19.77","-29.75","3.42","1.43","null","null","null","89.60","2654.00","6.06",449266
"FF",91,"2016-09-30","95.61     ","-2.155","5.594","Yu Darvish","543094","506433","Field Error","Foul","184.065   ","2304.809  ","1.5       ","2.3       ","2 ","Jaff Decker reaches on a fielding error by center fielder Ian Desmond.  ","R ","L","R","TEX","TB ","S",8,4,0,2,2016,"-0.79                 ","11.1                ","0.183","3.025               ","null","null","null",1,2,"top","130.4500","99.0200","003704","2016-10-01T00:37:04Z","518960","483912","160930_194331","6.71","-138.534            ","-5.21","-1.56","26.78","-10.22","3.36","1.53","null","null","null","96.96","2547.00","6.98",449266
"SL",92,"2016-09-30","84.53     ","-2.388","5.731","Yu Darvish","543094","506433","Field Error","In play, no out","77.413    ","1645.446  ","-21.6     ","10.2      ","5 ","Jaff Decker reaches on a fielding error by center fielder Ian Desmond.  ","R ","L","R","TEX","TB ","X",8,4,0,2,2016,"8.94                  ","-2.04               ","0.125","2.275               ","null","null","null",1,2,"top","130.4500","99.0200","003741","2016-10-01T00:37:41Z","518960","483912","160930_194401","3.26","-122.032            ","-1.04","13.51","23.44","-35.19","3.36","1.53","252","71.7","31.92               ","83.07","2651.00","5.66",449266
"FF",89,"2016-09-30","94.54     ","-2.234","5.595","Yu Darvish","543094","506433","Field Error","Foul","182.770   ","2372.203  ","1.9       ","2.3       ","11","Jaff Decker reaches on a fielding error by center fielder Ian Desmond.  ","R ","L","R","TEX","TB ","S",8,4,0,0,2016,"-0.56                 ","11.57               ","-0.883","2.904               ","null","null","null",1,2,"top","130.4500","99.0200","003618","2016-10-01T00:36:18Z","518960","483912","160930_194248","3.87","-136.982            ","-5.52","-1.08","26.23","-9.80","3.36","1.53","null","null","null","95.27","2529.00","6.66",449266
"SL",98,"2016-09-30","85.63     ","-2.249","5.52","Yu Darvish","493351","506433","Lineout","Ball","89.785    ","1465.685  ","-22.2     ","9.2       ","14","Alexei Ramirez lines out to center fielder Ian Desmond.  ","R ","R","R","TEX","TB ","B",8,3,0,1,2016,"8.0                   ","-0.08               ","1.208","1.393               ","null","null",543094,1,2,"top","130.9600","86.8100","003849","2016-10-01T00:38:49Z","518960","483912","160930_194516","5.92","-123.72             ","-3.54","12.50","22.96","-32.22","3.64","1.66","null","null","null","84.95","2854.00","6.05",449266
"FF",99,"2016-09-30","96.40     ","-2.265","5.399","Yu Darvish","493351","506433","Lineout","Called Strike","185.733   ","2686.156  ","9.3       ","1.7       ","8 ","Alexei Ramirez lines out to center fielder Ian Desmond.  ","R ","R","R","TEX","TB ","S",8,3,1,1,2016,"-1.3                  ","12.87               ","-0.149","1.974               ","null","null",543094,1,2,"top","130.9600","86.8100","003913","2016-10-01T00:39:13Z","518960","483912","160930_194541","6.32","-139.454            ","-8.30","-2.58","28.12","-6.48","3.64","1.66","null","null","null","96.83","2677.00","6.58",449266
"FF",101,"2016-09-30","96.38     ","-2.312","5.489","Yu Darvish","493351","506433","Lineout","In play, out(s)","197.265   ","2537.731  ","31.7      ","2.4       ","11","Alexei Ramirez lines out to center fielder Ian Desmond.  ","R ","R","R","TEX","TB ","X",8,3,2,2,2016,"-3.64                 ","11.66               ","-0.717","3.107               ","null","null",543094,1,2,"top","130.9600","86.8100","004020","2016-10-01T00:40:20Z","518960","483912","160930_194644","5.71","-139.237            ","-4.97","-7.23","27.50","-8.92","3.64","1.66","290","90.5","18.65               ","97.23","2529.00","6.88",449266
"FF",97,"2016-09-30","94.98     ","-2.171","5.566","Yu Darvish","493351","506433","Lineout","Called Strike","181.854   ","2533.317  ",".0        ","1.9       ","11","Alexei Ramirez lines out to center fielder Ian Desmond.  ","R ","R","R","TEX","TB ","S",8,3,0,0,2016,"-0.4                  ","12.36               ","-0.8","2.858               ","null","null",543094,1,2,"top","130.9600","86.8100","003836","2016-10-01T00:38:36Z","518960","483912","160930_194456","3.89","-137.739            ","-5.91","-0.78","27.87","-8.14","3.64","1.66","null","null","null","95.65","2625.00","6.66",449266
"CU",100,"2016-09-30","73.37     ","-1.717","5.616","Yu Darvish","493351","506433","Lineout","Ball In Dirt","41.558    ","1835.508  ","-12.7     ","15.5      ","14","Alexei Ramirez lines out to center fielder Ian Desmond.  ","R ","R","R","TEX","TB ","B",8,3,1,2,2016,"7.86                  ","-8.93               ","1.857","0.062               ","null","null",543094,1,2,"top","130.9600","86.8100","003940","2016-10-01T00:39:40Z","518960","483912","160930_194608","5.34","-106.074            ","-1.50","8.90","19.07","-42.22","3.42","1.66","null","null","null","73.00","2600.00","6.50",449266
"FT",106,"2016-09-30","96.37     ","-2.165","5.558","Yu Darvish","592200","506433","Strikeout","Foul","213.278   ","2122.067  ","33.2      ","3.9       ","11","Curt Casali strikes out swinging.  ","R ","R","R","TEX","TB ","S",0,0,1,0,2016,"-5.59                 ","8.47                ","-1.428","2.957               ","null","null",543094,2,2,"top","0.0000","0.0000","004127","2016-10-01T00:41:27Z","518960","483912","160930_194756","4.06","-139.283            ","-4.48","-11.18","25.79","-15.14","3.59","1.65","null","null","null","96.97","2235.00","6.61",449266
"FT",107,"2016-09-30","94.99     ","-2.248","5.448","Yu Darvish","592200","506433","Strikeout","Swinging Strike","213.674   ","2156.751  ","31.9      ","4.1       ","13","Curt Casali strikes out swinging.  ","R ","R","R","TEX","TB ","S",0,0,1,1,2016,"-5.84                 ","8.73                ","-1.01","1.789               ","null","null",543094,2,2,"top","0.0000","0.0000","004157","2016-10-01T00:41:57Z","518960","483912","160930_194825","5.46","-137.534            ","-7.21","-11.34","26.88","-15.16","3.59","1.65","null","null","null","95.84","2446.00","6.75",449266
"FF",108,"2016-09-30","97.23     ","-2.1","5.392","Yu Darvish","592200","506433","Strikeout","Ball","183.245   ","2943.621  ","1.4       ","1.1       ","14","Curt Casali strikes out swinging.  ","R ","R","R","TEX","TB ","B",0,0,1,2,2016,"-0.8                  ","14.01               ","0.533","1.501               ","null","null",543094,2,2,"top","0.0000","0.0000","004220","2016-10-01T00:42:20Z","518960","483912","160930_194848","7.63","-140.448            ","-10.18","-1.61","27.67","-3.72","3.71","1.65","null","null","null","98.55","2630.00","7.11",449266
"FF",105,"2016-09-30","96.05     ","-1.981","5.322","Yu Darvish","592200","506433","Strikeout","Ball In Dirt","190.446   ","2531.053  ","16.6      ","2.3       ","14","Curt Casali strikes out swinging.  ","R ","R","R","TEX","TB ","B",0,0,0,0,2016,"-2.22                 ","12.0                ","0.135","0.424               ","null","null",543094,2,2,"top","0.0000","0.0000","004104","2016-10-01T00:41:04Z","518960","483912","160930_194732","6.63","-138.609            ","-11.97","-4.39","26.44","-8.39","3.42","1.52","null","null","null","96.52","2592.00","6.67",449266
"FT",109,"2016-09-30","96.31     ","-2.185","5.386","Yu Darvish","592200","506433","Strikeout","Swinging Strike","212.790   ","2454.412  ","38.9      ","3.7       ","13","Curt Casali strikes out swinging.  ","R ","R","R","TEX","TB ","S",0,0,2,2,2016,"-6.42                 ","9.92                ","-0.419","1.347               ","null","null",543094,2,2,"top","0.0000","0.0000","004254","2016-10-01T00:42:54Z","518960","483912","160930_194912","7.19","-139.277            ","-8.93","-12.76","27.55","-12.37","3.59","1.65","null","null","null","96.99","2567.00","6.73",449266
"FF",153,"2016-09-30","92.94     ","-2.152","5.657","Yu Darvish","578570","506433","Lineout","In play, out(s)","186.704   ","2324.690  ","6.6       ","2.6       ","5 ","Juniel Querecuto lines out sharply to center fielder Ian Desmond.  ","R ","L","R","TEX","TB ","X",8,3,0,1,2016,"-1.36                 ","11.51               ","-0.042","2.632               ","null","null","null",0,3,"top","169.0300","48.6600","005813","2016-10-01T00:58:13Z","518960","483912","160930_200435","6.10","-134.246            ","-6.04","-2.51","25.38","-10.81","3.57","1.68","389","99.9","22.90               ","92.81","2530.00","6.29",449266
"FF",152,"2016-09-30","92.33     ","-2.22","5.6","Yu Darvish","578570","506433","Lineout","Called Strike","192.066   ","2443.102  ","18.6      ","2.7       ","13","Juniel Querecuto lines out sharply to center fielder Ian Desmond.  ","R ","L","R","TEX","TB ","S",8,3,0,0,2016,"-2.58                 ","12.05               ","-0.942","2.363               ","null","null","null",0,3,"top","169.0300","48.6600","005751","2016-10-01T00:57:51Z","518960","483912","160930_200421","4.27","-133.552            ","-6.63","-4.70","26.78","-10.18","3.45","1.62","null","null","null","92.20","2391.00","6.36",449266
"FF",158,"2016-09-30","95.88     ","-2.235","5.657","Yu Darvish","572816","506433","Strikeout","Swinging Strike","192.944   ","2627.793  ","30.1      ","2.0       ","11","Corey Dickerson strikes out swinging.  ","R ","L","R","TEX","TB ","S",0,0,1,0,2016,"-2.83                 ","12.27               ","-1.068","3.695               ","null","null","null",1,3,"top","0.0000","0.0000","005921","2016-10-01T00:59:21Z","518960","483912","160930_200547","4.24","-138.722            ","-4.03","-5.63","24.83","-7.69","3.50","1.56","null","null","null","96.48","2569.00","6.52",449266
"FC",160,"2016-09-30","88.55     ","-2.183","5.768","Yu Darvish","572816","506433","Strikeout","Foul","47.272    ","674.300   ","-7.4      ","8.8       ","11","Corey Dickerson strikes out swinging.  ","R ","L","R","TEX","TB ","S",0,0,1,2,2016,"2.6                   ","-2.45               ","-1.102","3.081               ","null","null","null",1,3,"top","0.0000","0.0000","010017","2016-10-01T01:00:17Z","518960","483912","160930_200645","1.89","-128.139            ","0.30","4.38","23.71","-36.22","3.50","1.56","null","null","null","88.43","843.00","6.27",449266
"CU",161,"2016-09-30","69.75     ","-2.071","5.967","Yu Darvish","572816","506433","Strikeout","Foul","30.102    ","1983.603  ","-9.2      ","17.2      ","11","Corey Dickerson strikes out swinging.  ","R ","L","R","TEX","TB ","S",0,0,1,2,2016,"6.71                  ","-11.65              ","-1.002","3.929               ","null","null","null",1,3,"top","0.0000","0.0000","010048","2016-10-01T01:00:48Z","518960","483912","160930_200716","0.39","-100.545            ","7.03","6.90","15.74","-44.07","3.50","1.56","null","null","null","69.33","2388.00","6.41",449266
"FF",157,"2016-09-30","96.16     ","-2.175","5.464","Yu Darvish","572816","506433","Strikeout","Ball","186.173   ","2533.737  ","8.5       ","2.0       ","8 ","Corey Dickerson strikes out swinging.  ","R ","L","R","TEX","TB ","B",0,0,0,0,2016,"-1.32                 ","12.15               ","-0.154","1.658               ","null","null","null",1,3,"top","0.0000","0.0000","005859","2016-10-01T00:58:59Z","518960","483912","160930_200527","6.04","-138.735            ","-9.02","-2.61","26.89","-8.09","3.34","1.41","null","null","null","96.29","2479.00","6.50",449266
"FF",159,"2016-09-30","96.61     ","-2.182","5.571","Yu Darvish","572816","506433","Strikeout","Foul","195.327   ","2385.210  ","23.1      ","2.5       ","4 ","Corey Dickerson strikes out swinging.  ","R ","L","R","TEX","TB ","S",0,0,1,1,2016,"-3.02                 ","10.99               ","-0.282","2.264               ","null","null","null",1,3,"top","0.0000","0.0000","005945","2016-10-01T00:59:45Z","518960","483912","160930_200615","6.37","-139.802            ","-7.39","-6.08","26.93","-10.01","3.50","1.56","null","null","null","97.80","2476.00","6.91",449266
"FF",162,"2016-09-30","97.56     ","-2.294","5.373","Yu Darvish","572816","506433","Strikeout","Swinging Strike","188.852   ","2836.007  ","26.3      ","1.5       ","13","Corey Dickerson strikes out swinging.  ","R ","L","R","TEX","TB ","S",0,0,1,2,2016,"-2.07                 ","13.28               ","-0.912","1.606               ","null","null","null",1,3,"top","0.0000","0.0000","010122","2016-10-01T01:01:22Z","518960","483912","160930_200740","4.63","-141.096            ","-9.68","-4.25","27.49","-4.92","3.50","1.56","null","null","null","98.07","2478.00","6.59",449266
"FF",167,"2016-09-30","95.92     ","-2.369","5.571","Yu Darvish","595281","506433","Field Error","Ball","184.904   ","1930.087  ","4.5       ","2.9       ","11","Kevin Kiermaier reaches on a fielding error by center fielder Ian Desmond.   Kevin Kiermaier to 2nd.  ","R ","L","R","TEX","TB ","B",8,4,1,0,2016,"-0.79                 ","9.22                ","-1.551","3.555               ","null","null","null",2,3,"top","126.3900","93.9300","010207","2016-10-01T01:02:07Z","518960","483912","160930_200837","2.55","-138.8              ","-3.07","-1.58","25.53","-13.78","3.38","1.58","null","null","null","96.77","2465.00","6.68",449266
"FF",169,"2016-09-30","95.81     ","-2.127","5.491","Yu Darvish","595281","506433","Field Error","Ball","181.382   ","2682.030  ","-7.2      ","1.7       ","14","Kevin Kiermaier reaches on a fielding error by center fielder Ian Desmond.   Kevin Kiermaier to 2nd.  ","R ","L","R","TEX","TB ","B",8,4,2,1,2016,"-0.31                 ","12.99               ","0.844","2.338               ","null","null","null",2,3,"top","126.3900","93.9300","010248","2016-10-01T01:02:48Z","518960","483912","160930_200916","8.28","-138.68             ","-7.48","-0.62","28.00","-6.54","3.41","1.58","null","null","null","96.29","2564.00","6.59",449266
"CU",166,"2016-09-30","75.62     ","-2.055","5.76","Yu Darvish","595281","506433","Field Error","Ball","41.898    ","1795.217  ","-12.5     ","14.5      ","14","Kevin Kiermaier reaches on a fielding error by center fielder Ian Desmond.   Kevin Kiermaier to 2nd.  ","R ","L","R","TEX","TB ","B",8,4,0,0,2016,"7.46                  ","-8.38               ","0.197","1.043               ","null","null","null",2,3,"top","126.3900","93.9300","010151","2016-10-01T01:01:51Z","518960","483912","160930_200818","2.77","-109.345            ","-0.40","9.04","19.27","-42.25","3.42","1.45","null","null","null","74.78","2566.00","5.98",449266
"FF",168,"2016-09-30","95.62     ","-2.187","5.386","Yu Darvish","595281","506433","Field Error","Called Strike","190.492   ","2496.338  ","17.8      ","2.2       ","7 ","Kevin Kiermaier reaches on a fielding error by center fielder Ian Desmond.   Kevin Kiermaier to 2nd.  ","R ","L","R","TEX","TB ","S",8,4,2,0,2016,"-2.2                  ","11.83               ","-0.429","1.63                ","null","null","null",2,3,"top","126.3900","93.9300","010225","2016-10-01T01:02:25Z","518960","483912","160930_200854","5.62","-138.205            ","-8.73","-4.33","25.42","-8.79","3.41","1.58","null","null","null","96.38","2477.00","6.70",449266
"FF",170,"2016-09-30","95.28     ","-2.161","5.356","Yu Darvish","595281","506433","Field Error","In play, no out","193.304   ","2387.719  ","19.3      ","2.5       ","8 ","Kevin Kiermaier reaches on a fielding error by center fielder Ian Desmond.   Kevin Kiermaier to 2nd.  ","R ","L","R","TEX","TB ","X",8,4,3,1,2016,"-2.66                 ","11.22               ","-0.044","1.813               ","null","null","null",2,3,"top","126.3900","93.9300","010319","2016-10-01T01:03:19Z","518960","483912","160930_200936","6.75","-137.547            ","-7.85","-5.21","24.50","-10.14","3.42","1.58","227","80.5","53.45               ","96.03","2520.00","6.71",449266
"FF",176,"2016-09-30","98.49     ","-2.204","5.421","Yu Darvish","446334","506433","Strikeout","Ball","196.395   ","2693.448  ","31.7      ","2.0       ","14","Evan Longoria strikes out swinging.  ","R ","R","R","TEX","TB ","B",0,0,0,1,2016,"-3.61                 ","12.23               ","0.837","1.753               ","null",595281,"null",2,3,"top","0.0000","0.0000","010439","2016-10-01T01:04:39Z","518960","483912","160930_201106","9.89","-142.192            ","-9.12","-7.45","30.02","-6.85","3.72","1.72","null","null","null","98.51","2620.00","6.52",449266
"SL",181,"2016-09-30","86.18     ","-2.496","5.64","Yu Darvish","446334","506433","Strikeout","Swinging Strike","79.877    ","1891.588  ","-25.3     ","10.0      ","5 ","Evan Longoria strikes out swinging.  ","R ","R","R","TEX","TB ","S",0,0,1,2,2016,"10.16                 ","-1.86               ","0.11","2.744               ",595281,"null","null",2,3,"top","0.0000","0.0000","010544","2016-10-01T01:05:44Z","518960","483912","160930_201202","3.17","-124.842            ","-0.02","16.02","25.35","-35.04","3.75","1.72","null","null","null","85.25","2440.00","5.94",449266
